Attendance_Rate,Unexcused_Absence_Count,Unexcused_Absence_Rate,Late_Count,Consecutive_Unexcused_Absences,Days_Since_Last_Attended,Assignment_Missing_Rate,Assignment_Late_Count,Average_Score,Score_Trend,Has_Overdue_Invoice,Days_Overdue,Class_Progress_Ratio,Is_Dropout
0.6803,6,0.2609,0,1,1,0.4789,4,5.44,-1.52,0,0,0.4079,0
0.8611,1,0.2,0,0,4,0.0613,0,8.09,-0.72,0,0,0.2847,0
0.7921,4,0.2,1,3,12,0.2461,0,7.17,-1.06,0,0,0.7247,1
0.3941,3,0.4286,4,0,20,0.8482,2,4.02,-1.86,1,21,0.5701,1
0.9266,1,0.0667,1,1,0,0.0323,0,7.89,-0.1,0,0,0.7539,0
0.877,1,0.0588,0,1,1,0.112,0,6.51,-0.9,1,34,0.2648,0
0.9186,0,0.0,0,0,2,0.0017,0,7.31,-0.13,0,0,0.3876,0
0.7214,1,0.25,2,1,15,0.4798,2,3.91,-0.9,1,31,0.676,1
0.9429,0,0.0,0,0,0,0.0103,0,8.36,-0.69,0,0,0.3383,0
0.7986,3,0.12,0,1,14,0.2436,3,5.62,-0.17,0,0,0.2152,1
0.735,4,0.25,0,2,20,0.2336,1,6.08,-0.57,0,0,0.6725,1
0.7345,1,0.25,1,1,14,0.1405,0,6.74,-0.44,0,0,0.3139,1
0.7862,4,0.1667,1,0,13,0.5893,2,4.39,-0.81,0,0,0.5437,1
0.6548,4,0.1538,2,2,20,0.2647,2,6.85,-0.2,1,42,0.4906,0
0.6338,8,0.3077,2,7,13,0.1792,0,7.71,-0.14,0,0,0.3176,1
0.8568,2,0.0741,2,2,5,0.0409,0,7.03,-0.3,0,0,0.5382,0
0.5393,2,0.2857,0,2,3,0.7355,1,5.9,-1.75,0,0,0.3424,1
0.7296,3,0.15,0,2,12,0.03,0,9.8,-0.34,0,0,0.6341,0
0.7492,3,0.1875,0,2,19,0.1599,0,5.38,-0.38,0,0,0.5432,1
0.752,3,0.1579,0,2,9,0.1926,0,4.28,-0.01,1,31,0.556,1
0.8989,1,0.1111,0,0,15,0.22,2,9.1,-0.39,0,0,0.6433,0
0.9631,1,0.0417,0,0,0,0.072,0,8.7,0.47,0,0,0.4773,0
0.6853,3,0.2727,0,3,10,0.2541,2,7.06,-0.62,0,0,0.4053,1
0.6925,1,0.1667,1,1,7,0.209,0,7.52,-0.52,0,0,0.7568,1
0.7012,3,0.1765,1,1,5,0.3156,1,6.33,-0.44,1,42,0.1078,0
0.8862,1,0.0909,1,1,4,0.0974,1,7.9,-1.0,0,0,0.2493,0
0.4938,12,0.4444,2,12,3,0.5557,2,7.35,-1.52,0,0,0.7212,0
0.5943,9,0.3462,2,4,11,0.1827,0,5.73,-0.68,0,0,0.423,1
0.8115,3,0.15,0,0,19,0.0665,1,7.66,-0.02,0,0,0.472,1
0.7337,3,0.1429,0,1,12,0.2787,2,6.49,-0.7,0,0,0.7038,0
0.8607,2,0.069,1,2,16,0.0363,0,7.07,-0.82,0,0,0.413,0
0.9736,0,0.0,0,0,2,0.0562,0,6.9,0.03,0,0,0.5908,0
0.149,3,0.375,4,0,16,0.6989,2,7.96,-2.31,1,5,0.4853,1
0.8866,1,0.1429,0,1,4,0.1276,0,6.17,-0.26,1,37,0.2868,0
0.8796,1,0.0588,0,0,6,0.3617,2,6.72,-0.56,1,41,0.485,0
0.8895,2,0.1,0,0,3,0.418,2,5.48,-0.88,0,0,0.3316,0
0.2211,6,0.4,3,3,19,0.7296,3,5.84,-2.37,0,0,0.6885,1
0.5715,4,0.2667,1,1,4,0.6812,2,5.21,-1.77,0,0,0.5234,1
1.0,0,0.0,0,0,3,0.0568,0,8.84,0.16,0,0,0.7205,0
0.9031,1,0.0909,0,0,0,0.0053,0,8.84,0.57,0,0,0.6433,0
0.9395,0,0.0,0,0,3,0.2937,4,8.37,-0.35,0,0,0.1048,0
0.972,0,0.0,0,0,1,0.7,1,5.74,-1.52,1,4,0.4083,1
0.7634,1,0.1111,1,1,12,0.1969,2,5.32,-1.41,0,0,0.591,0
0.7934,1,0.125,1,0,1,0.3524,1,5.77,-0.88,1,23,0.2098,1
0.9184,1,0.1111,0,1,0,0.1249,0,7.69,-0.2,0,0,0.7605,0
0.7949,1,0.1429,0,1,5,0.3076,0,5.87,-0.52,1,21,0.4493,1
0.9371,1,0.04,0,0,1,0.2824,1,5.17,-0.93,0,0,0.334,0
0.4563,6,0.3,4,4,4,0.2404,0,5.8,-1.37,0,0,0.341,1
0.9381,1,0.0476,1,1,2,0.0878,0,6.36,-0.63,0,0,0.7602,0
0.9301,0,0.0,0,0,3,0.1889,1,7.19,-0.58,1,33,0.6363,0
0.4131,7,0.5,3,4,1,0.6925,1,2.77,-1.49,1,34,0.3877,1
0.9783,0,0.0,0,0,2,0.0302,0,7.97,-0.27,0,0,0.547,0
0.9837,0,0.0,0,0,2,0.5114,1,5.93,-0.59,1,5,0.7801,1
0.9229,0,0.0,0,0,0,0.1481,2,6.6,-0.43,1,19,0.6242,0
0.4901,5,0.4545,1,2,11,0.5185,2,3.66,-1.14,0,0,0.9214,1
0.8464,2,0.08,0,2,20,0.0443,0,7.85,0.14,0,0,0.5745,0
0.7236,3,0.1765,0,3,15,0.4152,0,3.91,-0.72,1,22,0.2476,1
0.957,0,0.0,0,0,1,0.0678,0,7.38,-0.58,0,0,0.2244,0
0.9451,1,0.0556,0,0,3,0.0243,0,8.48,-0.09,0,0,0.2571,0
0.8892,2,0.0741,0,0,14,0.1119,1,7.84,-0.43,0,0,0.3738,0
0.9273,0,0.0,1,0,3,0.4443,2,6.46,-0.86,1,14,0.2578,0
0.93,1,0.0345,1,0,1,0.0897,0,8.24,-0.36,0,0,0.183,0
0.8094,4,0.1333,0,2,1,0.3251,0,7.88,-0.31,1,44,0.0681,1
0.5358,7,0.35,3,3,9,0.464,1,6.29,-1.64,1,19,0.664,1
0.8011,2,0.1667,2,1,13,0.1795,1,7.11,-0.28,0,0,0.5813,0
0.6129,1,0.25,1,1,9,0.7859,0,5.75,-1.17,0,0,0.5791,1
0.5975,3,0.4286,1,2,3,0.4628,1,5.82,-1.8,1,3,0.6678,1
0.6682,6,0.24,1,6,4,0.561,2,6.43,-1.38,0,0,0.5814,1
0.7052,4,0.1667,0,3,14,0.375,1,9.5,-1.49,0,0,0.4608,1
0.6681,2,0.1538,1,1,1,0.4829,2,6.65,-1.28,0,0,0.8383,1
0.724,3,0.1667,2,2,12,0.4803,1,6.77,-0.97,0,0,0.665,1
0.8337,3,0.1,1,3,5,0.289,2,7.43,-1.3,0,0,0.5696,0
0.9806,0,0.0,0,0,1,0.04,0,7.3,-0.08,0,0,0.2372,0
0.5362,2,0.2857,1,2,4,0.2393,0,4.82,-1.49,1,23,0.7873,1
0.7759,2,0.1538,0,1,4,0.28,0,5.63,-0.63,0,0,0.2766,1
0.9534,1,0.0417,0,1,1,0.0667,0,8.01,-0.47,0,0,0.242,0
0.8721,0,0.0,0,0,7,0.2068,1,7.58,0.06,0,0,0.5645,0
0.9281,1,0.0667,0,0,2,0.0696,0,9.51,0.05,0,0,0.6567,0
0.9656,0,0.0,0,0,2,0.137,1,9.27,-0.31,1,42,0.4833,0
0.8396,3,0.1071,1,1,13,0.0725,0,7.07,-0.87,0,0,0.7457,0
0.8948,2,0.0769,0,1,16,0.0064,0,7.73,0.51,0,0,0.7825,0
0.9539,0,0.0,0,0,2,0.0254,0,7.84,0.52,0,0,0.7499,0
1.0,0,0.0,0,0,3,0.1758,0,6.9,0.05,0,0,0.4598,0
0.3452,9,0.5294,2,5,19,0.3429,0,6.2,-0.27,0,0,0.2323,1
0.2013,7,0.5,2,0,14,0.663,2,5.34,-1.61,0,0,0.1641,1
0.8097,2,0.0769,0,1,5,0.3163,1,5.94,-0.56,0,0,0.4247,0
0.596,2,0.4,1,2,14,0.5734,1,2.98,-1.7,0,0,0.2766,1
0.9441,1,0.04,0,1,2,0.3323,1,6.83,0.72,0,0,0.1375,0
0.979,0,0.0,0,0,1,0.1864,1,7.9,-0.53,0,0,0.4423,0
0.7208,5,0.2083,1,3,12,0.3927,0,6.99,-0.74,1,23,0.5978,1
0.7433,3,0.12,0,3,18,0.6204,1,6.11,-1.31,1,44,0.6462,1
0.9729,0,0.0,0,0,2,0.2087,1,7.76,0.4,0,0,0.2967,0
0.7999,2,0.1,1,1,12,0.2407,1,7.53,-0.87,0,0,0.5338,1
0.5819,7,0.3684,1,3,2,0.6728,2,3.9,-1.76,0,0,0.8181,0
0.6571,2,0.2,0,2,19,0.1847,1,7.19,-1.53,0,0,0.3223,1
0.8028,3,0.1,0,1,13,0.4742,0,5.4,-0.8,0,0,0.469,1
0.7226,3,0.2308,2,0,15,0.6026,4,2.7,-1.34,0,0,0.25,1
0.5063,3,0.2727,0,2,11,0.7281,1,5.41,-1.34,0,0,0.4409,1
1.0,0,0.0,0,0,3,0.071,0,6.57,-0.32,0,0,0.1637,0
0.8602,2,0.1111,0,1,6,0.1394,0,3.75,-0.09,0,0,0.6635,1
0.4394,11,0.5,4,4,1,0.808,3,3.14,-1.81,1,43,0.2847,1
0.7851,1,0.2,2,0,19,0.6688,1,3.56,-1.64,0,0,0.3744,0
0.7433,2,0.1818,1,2,9,0.4268,1,4.27,0.08,1,17,0.4469,0
0.7315,6,0.2069,0,1,15,0.1921,0,6.96,0.16,1,36,0.2957,1
0.774,4,0.2,1,3,8,0.6001,2,6.83,-2.23,0,0,0.5081,1
0.8169,2,0.1538,0,1,17,0.307,3,6.19,-0.8,0,0,0.2351,0
0.7222,1,0.1667,0,1,4,0.2285,1,6.04,-0.02,0,0,0.8544,1
0.6976,1,0.125,0,1,6,0.1307,1,9.02,-0.76,0,0,0.144,0
0.8888,1,0.0909,0,1,19,0.0284,0,8.55,0.42,0,0,0.427,0
0.9261,1,0.0667,0,1,2,0.1336,0,7.58,0.38,0,0,0.3248,0
0.9371,0,0.0,0,0,3,0.0236,0,8.02,-0.25,0,0,0.5745,0
0.5461,8,0.4211,0,4,11,0.2894,1,7.89,-1.2,0,0,0.6451,1
0.6162,2,0.2,1,2,12,0.8311,2,3.61,-1.73,0,0,0.4645,1
0.9438,1,0.0345,0,1,3,0.1003,1,6.77,-0.45,0,0,0.1221,0
0.8568,1,0.1429,0,1,3,0.1849,0,6.78,0.03,0,0,0.3614,0
0.9185,1,0.0385,0,0,3,0.3335,1,7.08,-0.37,0,0,0.6801,0
0.5151,5,0.2381,1,2,5,0.7617,2,5.37,-2.22,0,0,0.384,1
0.7676,4,0.1818,0,1,1,0.2823,3,7.34,-0.77,0,0,0.3423,0
0.8373,2,0.1,1,0,8,0.0698,0,7.14,0.29,0,0,0.2854,0
0.8995,2,0.0769,0,2,15,0.2704,0,8.03,-0.45,0,0,0.5722,1
0.512,3,0.3333,1,2,14,0.5187,0,3.22,-1.75,0,0,0.5646,1
0.8856,1,0.0625,1,1,9,0.2244,1,6.16,-0.57,0,0,0.4806,1
0.9426,1,0.0588,0,0,0,0.0696,3,7.77,0.67,0,0,0.3955,0
0.9124,1,0.0909,0,0,0,0.22,1,8.25,0.09,0,0,0.2731,0
0.8734,2,0.1,0,2,15,0.2341,1,4.62,-0.66,0,0,0.6318,1
0.7775,5,0.1667,1,5,19,0.1043,0,8.39,0.35,0,0,0.3705,1
0.8198,2,0.1,1,0,8,0.5023,0,5.55,-0.73,1,5,0.6078,0
0.26,2,0.4,3,1,5,0.4932,1,3.38,-0.91,0,0,0.4872,1
0.7478,4,0.1667,2,1,16,0.2051,0,5.8,-1.54,0,0,0.6879,0
0.7758,1,0.2,2,1,17,0.1598,1,6.58,-0.57,0,0,0.2849,0
0.89,0,0.0,0,0,10,0.0392,0,8.77,-0.43,1,20,0.433,1
1.0,0,0.0,0,0,2,0.0603,0,8.03,0.13,0,0,0.2735,0
0.7183,3,0.1875,1,0,4,0.3918,1,7.68,-0.76,0,0,0.4817,0
0.7764,4,0.1667,1,4,14,0.5235,3,4.92,-0.46,0,0,0.4776,1
0.7407,2,0.1818,1,1,18,0.6683,1,4.88,-0.48,0,0,0.2004,1
0.8918,1,0.0833,0,0,13,0.1502,0,7.34,-0.43,0,0,0.6588,0
0.6209,7,0.3043,0,2,15,0.35,3,4.35,-0.94,0,0,0.5942,1
0.7474,3,0.1034,1,0,8,0.62,2,7.99,-0.45,1,11,0.5111,1
0.5876,7,0.35,2,1,5,0.3852,0,3.45,-2.03,0,0,0.593,1
0.8814,1,0.0556,0,1,10,0.2134,0,9.32,-0.15,0,0,0.3852,0
0.7667,3,0.25,0,3,9,0.428,4,7.1,-0.71,1,21,0.5912,1
0.8811,1,0.1111,0,0,9,0.2041,1,7.53,0.0,0,0,0.5692,0
0.6895,6,0.2727,0,2,13,0.3939,3,8.13,-0.46,0,0,0.3329,1
0.5706,4,0.2105,4,2,4,0.7616,0,5.42,-2.37,0,0,0.3488,1
0.9725,0,0.0,0,0,1,0.1473,1,8.64,0.36,0,0,0.4003,0
0.6274,4,0.2105,0,3,12,0.382,2,6.94,-0.84,0,0,0.4336,1
0.7515,2,0.1429,1,1,2,0.3108,0,7.49,-1.03,0,0,0.143,0
0.7266,1,0.2,0,1,18,0.3664,1,7.01,-0.24,0,0,0.6957,0
0.8291,3,0.1429,0,2,15,0.1966,1,3.41,-0.57,0,0,0.383,1
0.6511,4,0.3077,0,4,8,0.2278,3,5.84,-0.57,0,0,0.9026,1
0.8724,1,0.125,1,1,7,0.0707,0,7.25,-0.51,0,0,0.5392,0
0.891,2,0.087,0,0,11,0.0214,0,7.48,-0.47,0,0,0.4339,0
0.7766,3,0.1304,0,1,12,0.1201,1,7.12,-0.36,0,0,0.648,0
0.6074,5,0.1724,0,1,5,0.2158,2,5.12,-0.29,0,0,0.2653,1
0.844,1,0.1111,2,1,18,0.3035,1,6.47,-0.57,0,0,0.6216,1
0.7629,3,0.1579,0,3,6,0.3499,2,6.51,-0.98,1,34,0.5287,1
0.893,2,0.0833,0,2,12,0.1458,0,4.8,-0.01,0,0,0.2498,1
0.7277,3,0.1667,1,1,2,0.6331,1,3.63,-0.76,0,0,0.6907,0
0.8243,2,0.1111,0,1,11,0.5097,1,5.48,-1.17,0,0,0.265,1
0.9127,1,0.125,0,1,0,0.6155,1,6.19,-0.63,0,0,0.3157,1
0.6329,4,0.2105,3,1,8,0.745,2,6.69,-1.2,0,0,0.2858,1
0.8197,4,0.1481,0,2,12,0.2879,1,6.22,-0.54,1,19,0.5307,0
0.9108,1,0.0526,1,1,3,0.22,1,7.2,0.42,0,0,0.7621,0
0.8835,2,0.0909,0,0,4,0.4909,1,4.85,-1.23,1,31,0.3511,1
0.6007,3,0.1875,3,1,9,0.5094,0,5.84,-0.71,1,26,0.6745,1
0.8587,1,0.1429,0,0,9,0.1998,3,8.95,-0.87,0,0,0.9425,0
0.6456,5,0.2381,2,0,2,0.2885,0,5.42,-0.71,0,0,0.6022,1
0.9046,1,0.1,0,1,2,0.2145,0,7.6,-0.52,1,3,0.579,0
0.9194,1,0.0455,0,1,2,0.1137,0,9.53,-0.34,0,0,0.5855,0
0.8126,2,0.1333,0,2,17,0.2444,0,7.87,-0.73,0,0,0.1779,1
0.5945,3,0.2,1,0,12,0.3388,0,7.01,-0.19,0,0,0.5403,1
0.4069,2,0.4,1,1,9,0.6241,3,6.43,-1.16,0,0,0.4023,1
0.9035,2,0.0714,0,1,1,0.2171,0,9.05,-0.5,0,0,0.6805,0
0.7574,3,0.1304,1,1,2,0.1765,1,6.65,-0.04,0,0,0.3141,0
1.0,0,0.0,0,0,3,0.0553,0,8.99,0.01,0,0,0.4872,0
0.9574,1,0.05,2,0,1,0.1979,1,5.55,-0.28,0,0,0.6388,0
0.9302,1,0.0667,0,0,3,0.0224,0,9.82,-0.25,0,0,0.4602,0
0.8788,3,0.1034,0,2,16,0.1445,0,5.25,-1.64,1,34,0.6646,1
0.7359,2,0.1818,0,2,14,0.2016,0,5.65,-0.22,0,0,0.7042,1
0.1999,14,0.7368,4,4,10,0.5739,3,4.33,-2.53,1,43,0.7949,1
0.7707,1,0.2,0,0,10,0.0891,0,9.17,-0.2,0,0,0.5478,0
0.821,1,0.0909,0,1,2,0.2589,0,7.58,-1.26,0,0,0.5876,0
0.7118,7,0.2414,2,0,10,0.1008,0,7.3,-0.2,1,26,0.8057,0
0.9504,0,0.0,1,0,1,0.0463,1,8.26,0.22,0,0,0.4821,0
0.8014,1,0.1667,2,0,7,0.1664,3,8.5,-0.38,0,0,0.571,0
0.9427,1,0.0556,0,1,3,0.0137,0,8.57,-0.09,0,0,0.7132,0
0.8575,1,0.0556,0,1,9,0.1822,1,5.07,-1.04,0,0,0.4662,1
0.9125,1,0.0357,0,0,1,0.3104,1,8.68,-0.22,0,0,0.4949,0
0.7527,2,0.1818,0,0,16,0.459,1,8.18,-0.66,0,0,0.6005,0
0.4662,7,0.2692,1,3,10,0.3872,0,4.11,-1.38,0,0,0.4672,1
0.6753,5,0.2273,1,3,19,0.4031,1,5.78,-0.98,0,0,0.7005,0
0.6827,3,0.1364,0,2,6,0.5239,1,4.83,-0.76,1,16,0.4584,1
0.7807,1,0.25,1,1,20,0.0778,0,5.93,0.11,1,3,0.6423,0
0.8321,1,0.0833,1,1,1,0.2964,0,7.84,-0.65,0,0,0.7325,0
0.7877,5,0.1786,1,3,19,0.1017,0,7.2,-0.51,0,0,0.6603,1
1.0,0,0.0,0,0,2,0.0964,0,7.16,-0.01,0,0,0.5319,0
0.9864,0,0.0,0,0,2,0.1493,1,8.2,-0.14,0,0,0.3988,0
0.9532,0,0.0,0,0,1,0.1555,1,8.74,-0.58,0,0,0.2342,0
0.8925,1,0.0556,0,0,5,0.2333,1,7.35,-0.34,0,0,0.2267,0
0.6186,2,0.25,0,2,9,0.3731,0,5.54,-1.02,0,0,0.6342,1
1.0,0,0.0,0,0,3,0.1315,0,8.2,0.16,0,0,0.3747,0
0.7284,3,0.1667,0,2,19,0.5975,2,8.16,-1.4,0,0,0.6079,1
0.912,1,0.0714,0,0,2,0.1179,2,8.6,-0.82,0,0,0.6219,0
0.9782,0,0.0,0,0,1,0.0155,0,8.08,-0.91,0,0,0.3664,0
0.7656,3,0.1364,0,1,7,0.3575,0,6.84,-1.13,0,0,0.4391,0
0.4008,2,0.5,0,0,14,0.548,5,3.72,-1.18,0,0,0.477,1
0.7824,3,0.125,1,0,19,0.2726,0,4.78,-1.16,0,0,0.4398,0
0.7412,1,0.0833,1,1,17,0.0889,1,7.79,0.01,1,44,0.6105,0
0.8907,2,0.0952,0,1,9,0.1595,1,8.13,-0.5,0,0,0.3179,0
1.0,0,0.0,0,0,0,0.0945,0,7.88,0.8,0,0,0.427,0
0.7778,4,0.16,1,4,1,0.3255,1,6.26,-0.75,1,22,0.5616,1
0.9008,1,0.0769,0,0,3,0.011,0,8.95,-0.15,0,0,0.1955,0
0.4977,3,0.3,3,1,4,0.5347,1,4.21,-1.07,1,8,0.4245,1
0.8249,1,0.1429,0,0,7,0.1328,0,8.67,-0.78,1,16,0.4403,1
0.418,3,0.3,4,1,16,0.7645,2,4.75,-1.58,0,0,0.816,1
0.8742,1,0.0526,0,1,11,0.2447,0,7.67,-0.98,0,0,0.3746,0
0.9387,1,0.0667,0,0,3,0.0101,0,8.53,0.35,0,0,0.2851,0
0.3633,5,0.2778,4,3,17,0.3793,0,2.74,-1.53,1,12,0.1683,1
0.818,3,0.125,1,2,3,0.1072,1,6.46,-0.03,0,0,0.5215,1
0.6913,5,0.2,3,3,6,0.3006,1,6.14,-1.33,0,0,0.3537,1
0.4756,1,0.25,1,0,8,0.7922,3,0.83,-1.18,1,20,0.4478,1
0.9103,1,0.0625,0,1,3,0.6519,2,5.02,-1.62,1,28,0.5594,1
0.7653,1,0.0909,0,1,5,0.5706,2,7.88,-0.98,0,0,0.5306,0
0.4792,10,0.4348,0,8,7,0.8164,3,4.0,-0.78,1,2,0.5984,1
0.8349,1,0.0833,0,0,9,0.5099,3,8.26,-1.16,1,28,0.6736,0
0.6226,5,0.2,2,4,5,0.4317,2,6.25,-1.23,1,12,0.4917,1
0.6257,6,0.3,2,1,1,0.117,1,7.51,-0.81,0,0,0.2808,0
0.6559,9,0.3,5,1,16,0.8799,3,3.39,-1.17,1,3,0.4768,1
0.9648,0,0.0,0,0,2,0.0484,0,9.17,0.22,0,0,0.5932,0
0.7567,1,0.1,0,0,12,0.2601,1,6.07,-0.43,0,0,0.7118,1
0.4636,10,0.4762,4,1,12,0.572,3,3.67,-0.68,0,0,0.3741,1
0.6869,1,0.25,2,1,5,0.4043,0,5.43,-0.9,0,0,0.398,1
0.4696,7,0.2692,4,4,15,0.6784,4,4.15,-1.93,1,10,0.6686,1
0.5906,8,0.3077,0,5,4,0.777,4,4.98,-0.78,0,0,0.5656,1
0.3595,5,0.5556,1,2,10,0.6308,0,5.7,-0.68,0,0,0.6522,0
0.3602,7,0.4667,0,4,9,0.3853,1,4.38,-1.36,0,0,0.3865,1
0.9685,0,0.0,0,0,2,0.0988,0,7.25,-0.23,0,0,0.3971,0
0.8425,1,0.125,0,1,7,0.308,0,8.61,-0.85,1,43,0.3618,1
0.8437,1,0.1667,0,0,9,0.6822,1,5.96,-0.68,1,18,0.4796,0
0.6966,2,0.1667,0,0,10,0.2782,3,6.89,-1.19,0,0,0.3529,0
0.8662,1,0.0833,0,0,20,0.2646,2,7.31,-1.13,1,18,0.2063,1
0.7233,4,0.1818,0,4,10,0.6261,2,4.0,-1.58,0,0,0.2985,1
0.811,3,0.1,0,0,11,0.204,1,4.41,-0.9,0,0,0.227,0
0.8021,4,0.1333,2,3,17,0.5116,2,5.95,-0.96,0,0,0.4032,1
0.8147,1,0.0833,0,1,6,0.4025,0,8.45,-1.32,1,37,0.9062,0
0.8153,1,0.0909,0,0,14,0.2866,1,6.17,-1.56,0,0,0.533,0
0.7699,4,0.1818,3,1,3,0.1851,0,8.07,0.08,0,0,0.3859,0
0.7078,3,0.15,0,3,19,0.2988,0,7.41,-0.31,0,0,0.5744,1
0.8967,2,0.0714,0,2,14,0.2002,2,7.21,-0.64,0,0,0.5405,0
0.7664,3,0.1667,0,0,3,0.1514,1,6.82,-0.2,1,8,0.4678,0
0.8038,3,0.125,2,1,16,0.3378,0,8.2,-0.81,0,0,0.3835,1
0.7503,2,0.1538,0,2,17,0.2264,3,6.34,-1.58,0,0,0.6169,0
0.7822,3,0.1875,0,3,4,0.3264,1,5.53,-1.14,0,0,0.522,1
0.7086,3,0.1875,1,3,9,0.2097,1,6.17,0.07,0,0,0.209,1
0.9552,0,0.0,0,0,1,0.1007,0,6.61,0.36,0,0,0.5343,0
0.9617,0,0.0,0,0,0,0.0991,0,6.5,0.55,0,0,0.5937,0
0.9135,2,0.0952,0,1,1,0.1187,1,7.33,-0.79,0,0,0.5397,0
0.7167,3,0.2,0,3,11,0.4424,0,5.2,-1.12,1,23,0.6603,1
0.6871,1,0.1667,2,0,5,0.62,1,7.7,-1.46,0,0,0.6215,1
0.9735,0,0.0,0,0,2,0.1226,0,6.4,-0.09,1,4,0.5036,0
0.8235,3,0.1364,0,0,16,0.3671,1,7.36,-0.86,1,33,0.7973,1
0.8801,1,0.0455,0,1,9,0.0865,0,6.38,0.2,0,0,0.8879,0
0.8467,1,0.1667,0,0,15,0.45,1,7.42,-0.99,0,0,0.5062,1
0.6589,7,0.2917,2,4,16,0.5443,2,5.88,-1.04,1,1,0.7814,1
0.9471,1,0.0556,0,0,1,0.0716,0,8.76,0.1,0,0,0.8634,0
0.913,1,0.05,0,0,1,0.2483,0,4.51,-0.47,1,4,0.451,1
0.8594,0,0.0,0,0,4,0.2684,1,5.7,-1.38,0,0,0.5847,1
0.7837,1,0.0909,1,1,3,0.45,1,7.06,-0.96,1,1,0.4748,1
0.7734,2,0.1429,2,0,10,0.3357,0,8.15,-0.23,0,0,0.436,0
0.9851,0,0.0,0,0,0,0.0826,1,6.99,0.69,0,0,0.2456,0
0.7526,1,0.1429,1,1,9,0.78,1,7.0,-2.06,0,0,0.4722,1
0.8501,2,0.1053,0,2,19,0.1413,0,7.77,0.38,0,0,0.3526,1
0.9091,1,0.0909,0,0,2,0.1508,1,8.8,-0.8,0,0,0.5335,0
0.807,2,0.1429,0,1,9,0.3425,1,5.07,-0.54,1,29,0.5886,0
0.7346,4,0.1429,2,0,5,0.3572,1,5.64,-0.63,0,0,0.6982,1
0.9857,0,0.0,0,0,3,0.0286,0,6.84,-0.09,0,0,0.4641,0
0.9473,0,0.0,0,0,3,0.0921,0,8.02,-0.65,0,0,0.2629,0
0.9091,0,0.0,0,0,2,0.22,0,8.2,-1.2,0,0,0.3659,0
0.9252,0,0.0,0,0,1,0.2559,0,7.43,-0.46,0,0,0.4168,0
0.5031,2,0.2857,1,0,19,0.1773,1,5.37,-1.07,0,0,0.8124,1
0.9774,0,0.0,0,0,1,0.4055,1,6.8,-0.69,0,0,0.3949,1
0.8652,2,0.1053,0,0,1,0.4906,3,7.08,-0.74,0,0,0.5525,0
0.7969,3,0.1111,0,2,5,0.2787,1,5.25,-0.77,1,41,0.4043,1
0.3439,2,0.2857,2,1,15,0.7369,2,4.08,-2.25,0,0,0.6257,1
0.9479,0,0.0,2,0,3,0.1306,0,8.01,0.06,0,0,0.5833,0
0.7752,3,0.1579,0,3,16,0.7688,3,4.06,-0.82,0,0,0.7344,1
0.7504,3,0.2308,2,1,19,0.5527,3,6.74,-1.12,0,0,0.5142,1
0.4919,5,0.3333,1,4,2,0.6893,3,2.2,-0.75,0,0,0.3417,1
0.5815,9,0.36,1,4,2,0.4728,1,4.69,-1.52,0,0,0.3477,1
0.326,7,0.5385,3,7,18,0.3106,1,4.7,-1.24,0,0,0.4754,1
0.9069,1,0.0667,0,1,1,0.0159,0,7.93,-1.09,0,0,0.6481,0
0.9414,1,0.04,0,0,1,0.0365,0,8.08,0.07,0,0,0.3115,0
0.8775,3,0.1154,1,1,9,0.3128,0,5.72,0.05,0,0,0.3346,1
0.8376,2,0.125,0,0,19,0.4629,4,4.42,-1.16,1,40,0.3098,1
0.8178,1,0.0667,0,0,2,0.1332,0,6.61,-0.84,0,0,0.2546,1
0.6884,4,0.2,2,4,12,0.3734,2,4.85,-0.75,1,15,0.3812,1
0.5696,4,0.3077,1,2,11,0.5982,2,0.5,-1.75,1,40,0.7533,1
0.8835,2,0.0667,0,1,4,0.1148,0,7.75,-0.26,0,0,0.3108,1
0.7581,2,0.1429,1,0,11,0.3715,2,4.59,-1.03,0,0,0.6129,0
0.6491,2,0.2857,1,1,5,0.4783,1,6.99,-1.06,0,0,0.4723,0
0.7251,4,0.16,1,1,18,0.3434,1,5.74,-0.03,0,0,0.6222,1
0.92,1,0.0833,1,1,1,0.1128,0,7.75,-0.67,0,0,0.4206,0
0.6456,1,0.125,1,0,6,0.3313,3,6.54,-0.74,1,17,0.7306,1
0.9653,1,0.0556,1,1,0,0.0651,0,8.88,0.75,0,0,0.3414,0
0.9086,2,0.0833,0,1,3,0.0468,1,7.71,-0.53,0,0,0.9042,0
0.3118,5,0.3571,2,2,4,0.3945,0,5.31,-1.32,0,0,0.5789,1
0.5638,4,0.2,0,2,19,0.2553,0,8.88,-0.5,0,0,0.6326,1
0.7707,5,0.1923,2,3,7,0.8833,1,7.3,-1.11,0,0,0.5581,1
0.7648,4,0.1739,1,0,2,0.2311,0,6.62,-0.37,0,0,0.5226,0
0.3351,10,0.4348,1,6,8,0.7731,2,2.04,-2.83,1,21,0.6868,1
0.7817,1,0.0833,3,0,6,0.1053,0,7.75,-0.22,0,0,0.5482,1
0.9079,1,0.0476,0,1,0,0.0077,0,7.62,-0.26,0,0,0.6244,0
0.6056,1,0.25,1,1,1,0.2235,1,7.03,-1.1,0,0,0.2869,1
0.943,0,0.0,1,0,3,0.2034,1,9.45,0.21,0,0,0.5487,1
